"","race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"7318","halfling",35,36,25,16,10,11,15,12,12
"7319","halfling",33,36,25,14,10,10,9,13,12
"7320","halfling",36,36,25,16,14,18,6,10,11
"7321","halfling",38,36,25,16,13,8,17,12,9
"7322","halfling",37,36,25,12,14,13,11,12,8
"7323","halfling",36,36,25,10,8,13,8,13,13
"7324","halfling",37,36,25,7,12,9,13,15,8
"7325","halfling",39,36,25,12,6,16,11,10,8
"7326","halfling",35,36,25,17,6,18,14,16,16
"7327","halfling",38,36,25,16,12,12,10,9,17
"7328","halfling",34,36,25,10,13,15,5,12,5
"7329","halfling",35,36,25,13,8,12,12,12,14
"7330","halfling",36,36,25,10,14,11,15,13,13
"7331","halfling",37,36,25,10,17,14,13,9,14
"7332","halfling",35,36,25,11,17,7,13,14,13
"7333","halfling",38,36,25,9,10,11,17,11,12
"7334","halfling",38,36,25,14,15,14,10,14,14
"7335","halfling",38,36,25,10,13,13,11,13,17
"7336","halfling",36,36,25,16,14,15,11,16,12
"7337","halfling",38,36,25,15,12,12,16,14,17
"7338","halfling",36,36,25,16,15,12,9,10,12
"7339","halfling",37,36,25,14,18,12,11,10,17
"7340","halfling",34,36,25,12,18,15,5,11,16
"7341","halfling",34,36,25,16,12,8,8,18,12
"7342","halfling",34,36,25,17,14,11,14,15,11
"7343","halfling",33,36,25,13,16,10,11,14,13
"7344","halfling",36,36,25,14,12,17,17,16,12
"7345","halfling",34,36,25,10,10,13,5,5,11
"7346","halfling",36,36,25,17,16,12,14,17,12
"7347","halfling",36,36,25,12,14,12,14,16,17
"7348","halfling",35,36,25,11,11,11,16,12,12
"7349","halfling",33,36,25,14,15,15,9,14,12
"7350","halfling",38,36,25,15,16,11,12,12,15
"7351","halfling",33,36,25,10,13,11,17,12,14
"7352","halfling",37,36,25,14,11,13,13,11,11
"7353","halfling",37,36,25,9,7,11,13,11,5
"7354","halfling",38,36,25,16,15,17,14,12,13
"7355","halfling",36,36,25,8,14,13,10,14,10
"7356","halfling",37,36,25,11,13,13,13,13,7
"7357","halfling",35,36,25,11,16,14,12,12,15
"7358","halfling",39,36,25,10,8,13,14,9,14
"7359","halfling",35,36,25,14,10,13,12,15,15
"7360","halfling",36,36,25,15,14,17,9,13,12
"7361","halfling",37,36,25,10,11,11,15,8,10
"7362","halfling",33,36,25,15,11,15,11,10,8
"7363","halfling",33,36,25,14,16,12,13,17,10
"7364","halfling",37,36,25,9,13,11,14,7,11
"7365","halfling",34,36,25,14,11,10,12,13,15
"7366","halfling",37,36,25,13,9,12,11,18,12
"7367","halfling",36,36,25,14,7,17,12,16,13
"7368","halfling",36,36,25,12,13,16,14,13,12
"7369","halfling",38,36,25,10,17,14,11,16,12
"7370","halfling",37,36,25,13,8,16,16,13,9
"7371","halfling",38,36,25,15,14,9,11,12,13
"7372","halfling",35,36,25,11,9,14,17,13,12
"7373","halfling",35,36,25,9,12,12,11,15,12
"7374","halfling",36,36,25,14,11,16,12,12,10
"7375","halfling",35,36,25,12,17,13,16,11,12
"7376","halfling",37,36,25,15,14,9,15,13,10
"7377","halfling",37,36,25,15,16,12,16,10,13
"7378","halfling",37,36,25,12,11,16,12,10,17
"7379","halfling",36,36,25,11,16,4,9,10,8
"7380","halfling",36,36,25,11,14,13,14,10,13
"7381","halfling",39,36,25,15,15,15,5,12,13
"7382","halfling",37,36,25,17,14,12,9,12,9
"7383","halfling",36,36,25,13,15,12,16,15,12
"7384","halfling",36,36,25,13,13,13,11,16,17
"7385","halfling",35,36,25,6,12,13,13,12,16
"7386","halfling",35,36,25,11,6,14,16,9,8
"7387","halfling",34,36,25,15,17,13,9,11,13
"7388","halfling",37,36,25,13,11,12,11,8,9
"7389","halfling",36,36,25,10,17,16,14,14,11
"7390","halfling",37,36,25,13,9,16,15,16,10
"7391","halfling",36,36,25,12,10,13,12,11,11
"7392","halfling",38,36,25,12,13,9,13,13,13
"7393","halfling",34,36,25,12,12,7,13,15,18
"7394","halfling",36,36,25,16,11,12,17,13,8
"7395","halfling",35,36,25,17,9,12,13,12,11
"7396","halfling",34,36,25,15,12,9,15,15,15
"7397","halfling",37,36,25,12,11,9,14,14,15
"7398","halfling",35,36,25,13,15,11,12,12,3
"7399","halfling",33,36,25,10,15,13,3,9,12
"7400","halfling",33,36,25,7,10,10,15,9,12
"7401","halfling",36,36,25,10,10,10,12,10,12
"7402","halfling",35,36,25,11,12,10,15,14,16
"7403","halfling",36,36,25,8,12,16,13,12,8
"7404","halfling",33,36,25,14,15,13,15,12,11
"7405","halfling",37,36,25,11,12,15,12,16,17
"7406","halfling",36,36,25,15,10,9,12,10,11
"7407","halfling",37,36,25,11,11,13,14,16,7
"7408","halfling",39,36,25,8,6,7,17,15,12
"7409","halfling",33,36,25,9,13,15,9,11,13
"7410","halfling",33,36,25,13,12,13,11,15,13
"7411","halfling",36,36,25,8,8,15,11,16,12
"7412","halfling",35,36,25,14,17,7,13,8,13
"7413","halfling",39,36,25,5,9,11,14,15,15
"7414","halfling",35,36,25,14,15,13,13,17,9
"7415","halfling",35,36,25,10,16,13,15,12,13
"7416","halfling",34,36,25,12,13,12,16,8,12
"7417","halfling",37,36,25,4,13,5,15,13,11
"7418","halfling",33,36,25,17,17,12,13,14,9
"7419","halfling",39,36,25,15,14,12,11,11,9
"7420","halfling",35,36,25,16,11,13,13,13,16
"7421","halfling",38,36,25,14,18,15,11,13,17
"7422","halfling",34,36,25,14,11,18,10,9,14
"7423","halfling",36,36,25,10,18,13,10,9,12
"7424","halfling",39,36,25,11,15,16,14,14,13
"7425","halfling",36,36,25,16,10,14,10,14,10
"7426","halfling",36,36,25,16,16,12,14,13,5
"7427","halfling",36,36,25,12,15,12,16,11,14
"7428","halfling",33,36,25,11,7,14,9,12,14
"7429","halfling",36,36,25,13,10,12,16,14,11
"7430","halfling",34,36,25,12,10,10,12,9,10
"7431","halfling",35,36,25,5,13,12,15,13,13
"7432","halfling",33,36,25,12,15,16,13,14,14
"7433","halfling",33,36,25,11,18,16,10,11,7
"7434","halfling",34,36,25,15,16,6,14,15,8
"7435","halfling",36,36,25,17,16,13,12,11,13
"7436","halfling",34,36,25,14,10,8,9,16,18
"7437","halfling",39,36,25,8,14,7,9,15,8
"7438","halfling",35,36,25,12,15,8,8,12,11
"7439","halfling",35,36,25,13,11,14,10,9,13
"7440","halfling",37,36,25,7,9,9,13,11,10
"7441","halfling",37,36,25,15,14,10,13,16,12
"7442","halfling",33,36,25,14,11,16,13,10,6
"7443","halfling",36,36,25,12,8,16,14,11,12
"7444","halfling",36,36,25,15,10,16,11,14,17
"7445","halfling",36,36,25,11,15,11,12,13,9
"7446","halfling",36,36,25,10,13,17,8,15,14
"7447","halfling",34,36,25,15,14,8,12,15,12
"7448","halfling",34,36,25,14,12,15,13,16,16
"7449","halfling",36,36,25,7,15,15,12,13,13
"7450","halfling",35,36,25,12,10,17,13,11,17
"7451","halfling",33,36,25,15,6,12,11,8,12
"7452","halfling",37,36,25,15,10,10,16,9,13
"7453","halfling",36,36,25,9,17,10,15,11,15
"7454","halfling",36,36,25,9,10,14,11,18,16
"7455","halfling",36,36,25,13,16,11,11,9,12
"7456","halfling",37,36,25,6,17,18,14,14,18
"7457","halfling",38,36,25,12,11,9,7,11,14
"7458","halfling",35,36,25,8,6,7,11,13,8
"7459","halfling",39,36,25,16,13,9,15,16,17
"7460","halfling",34,36,25,15,5,13,11,13,13
"7461","halfling",33,36,25,14,8,13,18,14,14
"7462","halfling",36,36,25,13,9,12,11,10,17
"7463","halfling",39,36,25,16,16,16,16,14,10
"7464","halfling",37,36,25,16,9,9,17,14,14
"7465","halfling",36,36,25,13,13,11,8,11,6
"7466","halfling",35,36,25,12,13,10,15,9,14
"7467","halfling",39,36,25,9,11,17,11,13,14
"7468","halfling",36,36,25,10,12,15,13,13,9
"7469","halfling",37,36,25,15,9,11,10,11,14
"7470","halfling",35,36,25,12,11,13,13,10,6
"7471","halfling",39,36,25,18,11,14,15,15,14
"7472","halfling",36,36,25,9,11,9,16,12,13
"7473","halfling",35,36,25,11,11,13,13,13,12
"7474","halfling",34,36,25,11,13,14,13,13,6
"7475","halfling",37,36,25,16,14,13,11,10,16
"7476","halfling",36,36,25,16,14,9,10,8,14
"7477","halfling",36,36,25,14,14,8,17,14,5
"7478","halfling",38,36,25,9,17,15,14,16,15
"7479","halfling",34,36,25,18,13,5,18,18,15
"7480","halfling",35,36,25,12,14,13,9,14,16
"7481","halfling",34,36,25,16,15,10,13,9,16
"7482","halfling",39,36,25,16,10,13,11,8,15
"7483","halfling",38,36,25,16,11,13,14,15,11
"7484","halfling",36,36,25,13,18,13,6,12,15
"7485","halfling",36,36,25,10,11,12,9,16,10
"7486","halfling",36,36,25,16,9,10,12,9,16
"7487","halfling",35,36,25,17,12,11,12,16,14
"7488","halfling",36,36,25,12,13,14,13,7,10
"7489","halfling",37,36,25,14,12,15,5,13,9
"7490","halfling",35,36,25,8,13,12,9,15,10
"7491","halfling",38,36,25,14,8,10,10,11,11
"7492","halfling",38,36,25,16,14,5,16,13,11
"7493","halfling",36,36,25,10,10,14,6,9,15
"7494","halfling",37,36,25,14,13,11,10,9,13
"7495","halfling",39,36,25,18,12,10,17,12,13
"7496","halfling",35,36,25,11,14,11,13,11,17
"7497","halfling",35,36,25,12,18,14,14,18,7
"7498","halfling",36,36,25,10,15,10,12,10,13
"7499","halfling",36,36,25,12,17,10,11,12,13
"7500","halfling",36,36,25,11,13,13,17,14,11
"7501","halfling",38,36,25,15,8,15,14,11,17
"7502","halfling",34,36,25,13,15,13,15,17,16
"7503","halfling",34,36,25,13,13,16,11,13,11
"7504","halfling",33,36,25,12,10,13,8,9,14
"7505","halfling",37,36,25,10,15,16,14,10,14
"7506","halfling",35,36,25,13,13,8,17,16,14
"7507","halfling",38,36,25,17,12,10,12,13,16
"7508","halfling",38,36,25,11,9,10,11,12,13
"7509","halfling",36,36,25,15,12,15,8,8,17
"7510","halfling",35,36,25,15,13,12,10,10,12
"7511","halfling",34,36,25,13,11,13,11,15,13
"7512","halfling",37,36,25,12,10,13,7,13,11
"7513","halfling",36,36,25,10,17,14,12,13,18
"7514","halfling",36,36,25,11,15,14,12,10,11
"7515","halfling",34,36,25,11,8,12,17,11,11
"7516","halfling",36,36,25,12,12,12,12,14,9
"7517","halfling",38,36,25,9,14,15,14,8,8
"7518","halfling",39,36,25,12,18,10,14,12,12
"7519","halfling",35,36,25,11,7,11,17,12,13
"7520","halfling",36,36,25,14,12,14,12,12,15
"7521","halfling",35,36,25,5,11,11,10,15,6
"7522","halfling",36,36,25,9,8,14,13,15,9
"7523","halfling",38,36,25,10,14,17,10,9,15
"7524","halfling",33,36,25,14,13,13,12,12,11
"7525","halfling",36,36,25,14,13,13,16,9,12
"7526","halfling",34,36,25,13,13,16,8,11,9
"7527","halfling",39,36,25,10,14,15,14,13,15
"7528","halfling",37,36,25,13,13,14,17,14,13
"7529","halfling",36,36,25,13,13,13,10,11,15
"7530","halfling",37,36,25,8,11,14,9,13,7
"7531","halfling",35,36,25,14,8,14,11,12,13
"7532","halfling",35,36,25,9,17,13,12,9,15
"7533","halfling",35,36,25,9,10,13,16,16,18
"7534","halfling",37,36,25,16,12,4,10,11,17
"7535","halfling",37,36,25,16,11,15,13,14,13
"7536","halfling",37,36,25,11,15,12,15,16,13
"7537","halfling",38,36,25,11,14,8,15,11,14
"7538","halfling",38,36,25,11,8,16,10,10,9
"7539","halfling",39,36,25,13,10,11,14,15,12
"7540","halfling",36,36,25,6,3,12,14,16,13
"7541","halfling",36,36,25,11,15,11,11,16,6
"7542","halfling",34,36,25,13,14,7,10,12,14
"7543","halfling",38,36,25,13,10,11,14,10,11
"7544","halfling",37,36,25,14,18,14,16,18,11
"7545","halfling",38,36,25,14,11,16,13,15,12
"7546","halfling",33,36,25,13,6,10,12,15,8
"7547","halfling",37,36,25,7,13,10,16,13,16
"7548","halfling",36,36,25,13,9,17,16,15,16
"7549","halfling",33,36,25,17,16,15,8,15,15
"7550","halfling",35,36,25,16,14,12,10,7,11
"7551","halfling",38,36,25,12,17,15,12,11,16
"7552","halfling",35,36,25,13,9,11,14,13,9
"7553","halfling",39,36,25,12,13,16,11,15,9
"7554","halfling",38,36,25,14,9,11,15,10,18
"7555","halfling",35,36,25,11,15,15,8,10,13
"7556","halfling",36,36,25,10,12,13,14,14,14
"7557","halfling",33,36,25,13,16,12,12,15,11
"7558","halfling",37,36,25,14,13,9,8,12,10
"7559","halfling",36,36,25,10,14,16,10,16,12
"7560","halfling",35,36,25,16,15,9,13,9,12
"7561","halfling",36,36,25,13,9,11,8,15,9
"7562","halfling",36,36,25,10,12,17,14,14,14
"7563","halfling",33,36,25,11,5,15,14,11,11
"7564","halfling",36,36,25,10,9,11,11,17,11
"7565","halfling",35,36,25,14,10,12,9,14,9
"7566","halfling",35,36,25,13,13,15,10,14,12
"7567","halfling",34,36,25,11,9,11,12,13,10
"7568","halfling",38,36,25,12,11,12,8,11,15
"7569","halfling",39,36,25,15,9,10,11,14,12
"7570","halfling",36,36,25,11,4,12,12,14,12
"7571","halfling",38,36,25,10,6,10,10,14,13
"7572","halfling",36,36,25,8,9,17,10,8,17
"7573","halfling",36,36,25,10,11,11,9,18,15
"7574","halfling",35,36,25,14,12,6,13,10,10
"7575","halfling",36,36,25,17,7,13,12,8,11
"7576","halfling",35,36,25,10,16,16,11,12,11
"7577","halfling",38,36,25,12,15,15,16,10,16
"7578","halfling",34,36,25,10,8,11,13,15,16
"7579","halfling",37,36,25,14,11,13,12,14,8
"7580","halfling",36,36,25,16,10,12,8,14,11
"7581","halfling",37,36,25,10,11,16,16,14,10
"7582","halfling",35,36,25,13,15,13,14,7,13
"7583","halfling",35,36,25,14,10,12,11,8,9
"7584","halfling",35,36,25,15,16,10,11,16,17
"7585","halfling",34,36,25,13,15,16,12,14,11
"7586","halfling",34,36,25,11,12,17,11,7,12
"7587","halfling",33,36,25,8,14,16,14,14,11
"7588","halfling",36,36,25,12,12,8,16,11,12
"7589","halfling",38,36,25,10,15,16,7,12,12
"7590","halfling",35,36,25,14,8,7,13,13,11
"7591","halfling",36,36,25,13,16,13,12,15,13
"7592","halfling",37,36,25,11,12,12,9,16,13
"7593","halfling",38,36,25,13,13,13,9,15,8
"7594","halfling",38,36,25,11,12,13,10,14,13
"7595","halfling",36,36,25,12,13,5,11,13,14
"7596","halfling",38,36,25,18,15,12,16,17,17
"7597","halfling",35,36,25,12,12,16,13,13,13
"7598","halfling",36,36,25,15,14,12,7,12,11
"7599","halfling",34,36,25,11,15,15,9,10,9
"7600","halfling",36,36,25,4,13,14,14,12,13
"7601","halfling",36,36,25,7,13,11,11,16,9
"7602","halfling",37,36,25,17,9,17,12,16,14
"7603","halfling",37,36,25,8,13,16,16,13,9
"7604","halfling",37,36,25,12,13,13,12,10,14
"7605","halfling",39,36,25,11,15,15,15,16,12
"7606","halfling",38,36,25,15,13,12,11,16,11
"7607","halfling",34,36,25,16,14,9,13,14,13
"7608","halfling",36,36,25,9,11,14,13,11,7
"7609","halfling",36,36,25,9,14,13,16,11,11
"7610","halfling",36,36,25,11,12,13,14,12,10
"7611","halfling",35,36,25,9,10,14,10,13,12
"7612","halfling",36,36,25,14,16,17,11,14,15
"7613","halfling",39,36,25,8,12,11,8,6,8
"7614","halfling",34,36,25,8,11,11,10,11,11
"7615","halfling",35,36,25,14,14,13,15,12,9
"7616","halfling",37,36,25,15,9,6,11,15,13
"7617","halfling",37,36,25,12,13,15,14,10,6
"7618","halfling",35,36,25,10,13,12,13,8,12
"7619","halfling",33,36,25,15,8,12,13,15,12
"7620","halfling",37,36,25,17,10,16,12,13,9
"7621","halfling",35,36,25,5,7,16,14,13,11
"7622","halfling",36,36,25,10,10,17,10,16,17
"7623","halfling",38,36,25,13,13,16,9,10,14
"7624","halfling",36,36,25,13,13,12,14,12,11
"7625","halfling",36,36,25,15,13,15,13,10,9
"7626","halfling",36,36,25,12,13,8,10,15,14
"7627","halfling",36,36,25,15,14,16,9,16,16
"7628","halfling",36,36,25,11,14,18,12,7,10
"7629","halfling",35,36,25,15,14,10,8,13,7
"7630","halfling",35,36,25,18,13,17,15,7,9
"7631","halfling",36,36,25,9,10,11,11,15,11
"7632","halfling",39,36,25,11,10,8,14,9,13
"7633","halfling",36,36,25,11,12,15,12,8,15
"7634","halfling",37,36,25,13,8,17,15,11,16
"7635","halfling",34,36,25,8,12,16,12,17,17
"7636","halfling",37,36,25,14,12,15,10,13,11
"7637","halfling",38,36,25,10,12,14,11,12,15
"7638","halfling",34,36,25,14,17,10,7,12,8
"7639","halfling",35,36,25,14,11,11,14,12,12
"7640","halfling",38,36,25,15,10,11,11,17,13
"7641","halfling",37,36,25,11,12,14,13,9,16
"7642","halfling",38,36,25,12,10,14,8,16,15
"7643","halfling",37,36,25,14,10,10,16,15,13
"7644","halfling",36,36,25,13,14,15,15,11,14
"7645","halfling",33,36,25,14,13,8,12,14,9
"7646","halfling",37,36,25,15,16,14,15,11,9
"7647","halfling",37,36,25,12,16,12,15,15,10
"7648","halfling",38,36,25,12,9,14,9,8,8
"7649","halfling",36,36,25,18,11,10,14,14,12
"7650","halfling",36,36,25,17,14,11,10,13,13
"7651","halfling",37,36,25,12,13,16,16,12,7
"7652","halfling",38,36,25,13,11,15,8,16,11
"7653","halfling",34,36,25,8,14,11,16,11,15
"7654","halfling",35,36,25,10,17,10,8,10,16
"7655","halfling",34,36,25,15,7,9,12,13,16
"7656","halfling",34,36,25,14,16,12,14,16,13
"7657","halfling",34,36,25,13,10,12,8,15,11
"7658","halfling",35,36,25,10,16,12,14,18,14
"7659","halfling",36,36,25,15,10,16,10,13,16
"7660","halfling",39,36,25,13,15,16,12,3,11
"7661","halfling",39,36,25,13,11,11,14,9,14
"7662","halfling",36,36,25,7,14,11,12,15,13
"7663","halfling",38,36,25,17,16,9,11,13,16
"7664","halfling",36,36,25,13,16,14,17,9,16
"7665","halfling",35,36,25,13,16,10,15,12,15
"7666","halfling",37,36,25,16,10,13,9,17,13
"7667","halfling",35,36,25,9,15,14,11,11,13
"7668","halfling",36,36,25,14,13,14,11,8,13
"7669","halfling",38,36,25,13,10,15,15,14,10
"7670","halfling",39,36,25,13,10,11,10,16,11
"7671","halfling",36,36,25,14,13,16,15,13,9
"7672","halfling",35,36,25,14,12,8,16,16,11
"7673","halfling",35,36,25,18,12,10,14,11,14
"7674","halfling",33,36,25,13,12,14,11,14,14
"7675","halfling",33,36,25,10,13,17,14,10,14
"7676","halfling",36,36,25,14,12,14,13,16,8
"7677","halfling",36,36,25,14,12,13,13,10,12
"7678","halfling",37,36,25,12,10,9,13,13,7
"7679","halfling",37,36,25,13,7,18,14,14,14
"7680","halfling",37,36,25,10,12,11,14,17,10
"7681","halfling",38,36,25,12,14,14,15,15,12
"7682","halfling",34,36,25,9,11,13,9,8,15
"7683","halfling",35,36,25,12,8,9,14,16,13
"7684","halfling",37,36,25,12,9,15,13,9,16
"7685","halfling",38,36,25,10,13,11,14,14,17
"7686","halfling",38,36,25,13,10,13,13,10,10
"7687","halfling",36,36,25,18,17,12,16,13,10
"7688","halfling",36,36,25,15,14,11,8,15,5
"7689","halfling",34,36,25,15,16,12,12,9,12
"7690","halfling",36,36,25,11,12,16,8,16,12
"7691","halfling",37,36,25,15,14,14,11,14,12
"7692","halfling",37,36,25,12,10,15,13,7,10
"7693","halfling",35,36,25,16,13,9,16,14,14
"7694","halfling",36,36,25,14,15,12,8,7,13
"7695","halfling",37,36,25,15,18,7,12,12,15
"7696","halfling",38,36,25,8,8,11,9,5,13
"7697","halfling",37,36,25,9,10,14,9,10,13
"7698","halfling",37,36,25,10,12,11,11,10,16
"7699","halfling",34,36,25,10,11,12,13,17,16
"7700","halfling",36,36,25,12,16,15,15,13,10
"7701","halfling",35,36,25,10,15,14,12,11,14
"7702","halfling",36,36,25,11,15,10,7,17,12
"7703","halfling",35,36,25,14,10,15,17,17,14
"7704","halfling",38,36,25,11,16,18,6,7,15
"7705","halfling",39,36,25,12,12,10,15,11,17
"7706","halfling",36,36,25,11,14,16,11,14,16
"7707","halfling",35,36,25,12,14,5,14,14,13
"7708","halfling",35,36,25,10,14,13,14,12,11
"7709","halfling",37,36,25,13,16,13,13,12,7
"7710","halfling",39,36,25,9,9,17,15,10,9
"7711","halfling",35,36,25,8,7,9,16,14,16
"7712","halfling",36,36,25,13,15,15,11,7,9
"7713","halfling",34,36,25,10,6,10,12,10,18
"7714","halfling",35,36,25,13,16,7,12,9,15
"7715","halfling",38,36,25,16,17,11,13,16,16
"7716","halfling",36,36,25,12,14,17,13,12,12
"7717","halfling",38,36,25,13,11,10,12,11,17
"7718","halfling",34,36,25,10,17,8,14,11,13
"7719","halfling",35,36,25,12,10,13,11,16,16
"7720","halfling",33,36,25,11,16,9,11,13,14
"7721","halfling",35,36,25,8,16,11,12,13,13
"7722","halfling",37,36,25,10,9,9,8,15,9
"7723","halfling",35,36,25,7,9,7,8,7,15
"7724","halfling",34,36,25,9,14,11,12,14,13
"7725","halfling",36,36,25,14,10,16,10,11,15
"7726","halfling",35,36,25,15,11,13,13,16,14
"7727","halfling",38,36,25,9,11,13,16,11,14
"7728","halfling",35,36,25,14,11,9,12,11,10
"7729","halfling",38,36,25,15,13,16,14,12,13
"7730","halfling",33,36,25,13,9,15,12,13,7
"7731","halfling",34,36,25,13,17,17,7,12,7
"7732","halfling",34,36,25,12,17,10,15,15,17
"7733","halfling",34,36,25,12,9,12,15,11,15
"7734","halfling",37,36,25,16,12,12,8,14,13
"7735","halfling",34,36,25,17,14,13,11,7,7
"7736","halfling",39,36,25,16,15,11,13,10,7
"7737","halfling",33,36,25,13,14,16,9,14,6
"7738","halfling",35,36,25,15,13,8,15,10,13
"7739","halfling",33,36,25,13,14,6,12,14,11
"7740","halfling",33,36,25,12,10,10,13,6,10
"7741","halfling",35,36,25,12,11,12,14,15,10
"7742","halfling",35,36,25,10,10,16,11,16,8
"7743","halfling",37,36,25,12,12,7,13,15,12
"7744","halfling",36,36,25,9,10,17,16,13,10
"7745","halfling",35,36,25,13,18,12,9,12,14
"7746","halfling",39,36,25,10,12,13,16,13,11
"7747","halfling",36,36,25,14,18,12,16,14,10
"7748","halfling",37,36,25,8,16,13,14,11,10
"7749","halfling",36,36,25,14,10,7,13,7,10
"7750","halfling",36,36,25,16,11,12,12,12,15
"7751","halfling",34,36,25,9,10,11,7,17,11
"7752","halfling",35,36,25,11,8,17,15,15,15
"7753","halfling",34,36,25,11,8,12,10,11,14
"7754","halfling",38,36,25,13,15,14,10,9,17
"7755","halfling",34,36,25,17,12,9,9,15,15
"7756","halfling",36,36,25,10,14,12,13,16,11
"7757","halfling",36,36,25,14,13,11,11,13,9
"7758","halfling",34,36,25,10,12,11,9,13,10
"7759","halfling",36,36,25,11,12,11,13,11,13
"7760","halfling",34,36,25,9,14,18,12,17,16
"7761","human",73,212,30,18,8,10,13,11,16
"7762","human",71,170,30,15,14,15,11,14,11
"7763","human",66,140,30,14,12,8,9,12,19
"7764","human",68,170,30,14,15,11,14,11,17
"7765","human",76,270,30,16,14,13,19,14,9
"7766","human",72,206,30,15,11,16,14,12,10
"7767","human",66,130,30,12,14,13,10,12,16
"7768","human",70,180,30,14,12,9,11,17,14
"7769","human",65,146,30,14,10,17,15,14,12
"7770","human",67,143,30,15,13,13,15,12,10
"7771","human",58,124,30,13,7,13,10,11,10
"7772","human",66,170,30,10,12,18,14,13,15
"7773","human",69,201,30,10,18,17,7,12,14
"7774","human",65,182,30,18,13,13,14,15,16
"7775","human",68,170,30,15,12,16,12,9,15
"7776","human",66,150,30,7,8,15,18,13,17
"7777","human",70,180,30,14,19,11,15,17,18
"7778","human",67,165,30,10,14,15,16,13,15
"7779","human",70,180,30,13,15,5,14,11,17
"7780","human",75,205,30,19,11,12,15,16,11
"7781","human",69,162,30,13,10,15,14,12,13
"7782","human",64,166,30,17,12,10,8,15,15
"7783","human",71,200,30,12,19,15,14,14,13
"7784","human",61,150,30,15,14,12,15,11,8
"7785","human",71,155,30,12,15,13,15,16,14
"7786","human",74,182,30,19,17,10,9,13,13
"7787","human",68,182,30,11,18,10,15,15,14
"7788","human",70,208,30,14,18,14,15,12,11
"7789","human",68,158,30,13,9,15,12,14,15
"7790","human",70,166,30,11,12,14,14,17,13
"7791","human",72,190,30,11,15,16,11,12,14
"7792","human",75,167,30,12,9,18,17,8,19
"7793","human",63,145,30,18,11,13,13,15,12
"7794","human",71,215,30,16,16,10,12,12,15
"7795","human",70,138,30,17,12,8,11,17,12
"7796","human",71,170,30,17,13,17,17,16,13
"7797","human",61,145,30,12,12,17,17,15,14
"7798","human",69,201,30,13,14,14,12,13,12
"7799","human",69,162,30,16,9,19,19,16,9
"7800","human",65,182,30,10,17,7,15,11,17
"7801","human",66,160,30,11,19,10,13,18,11
"7802","human",66,150,30,13,13,17,17,14,11
"7803","human",75,224,30,16,15,16,7,16,14
"7804","human",71,185,30,6,16,12,14,11,11
"7805","human",63,138,30,19,11,15,17,14,9
"7806","human",75,167,30,12,12,16,15,12,12
"7807","human",62,152,30,11,14,10,13,13,13
"7808","human",71,215,30,12,16,9,14,18,17
"7809","human",63,131,30,12,15,15,13,14,16
"7810","human",61,130,30,17,13,16,16,16,10
"7811","human",71,170,30,12,14,14,13,12,16
"7812","human",65,173,30,10,18,10,11,16,13
"7813","human",63,159,30,14,15,10,8,15,17
"7814","human",72,158,30,17,12,12,16,10,16
"7815","human",70,180,30,12,17,12,10,13,14
"7816","human",66,140,30,16,12,10,11,15,16
"7817","human",67,176,30,15,17,16,17,16,14
"7818","human",71,170,30,12,10,16,16,13,9
"7819","human",68,146,30,13,17,10,14,10,15
"7820","human",66,170,30,9,11,13,14,9,13
"7821","human",69,214,30,12,12,15,14,13,17
"7822","human",61,135,30,12,16,18,13,17,13
"7823","human",67,187,30,8,17,18,11,16,17
"7824","human",72,222,30,17,16,18,13,7,13
"7825","human",63,152,30,16,12,16,13,16,9
"7826","human",74,200,30,12,18,15,16,8,12
"7827","human",65,146,30,18,17,10,8,8,14
"7828","human",68,170,30,14,13,13,15,10,8
"7829","human",68,158,30,15,9,17,10,16,11
"7830","human",74,164,30,14,16,17,12,18,15
"7831","human",68,170,30,14,11,11,9,6,14
"7832","human",61,135,30,12,16,9,17,12,17
"7833","human",67,165,30,15,14,12,15,13,14
"7834","human",74,164,30,11,15,13,13,15,8
"7835","human",69,188,30,16,11,5,15,16,13
"7836","human",67,198,30,18,16,14,17,18,15
"7837","human",71,200,30,17,13,18,11,12,13
"7838","human",67,176,30,11,8,16,16,13,10
"7839","human",73,161,30,16,10,13,15,12,11
"7840","human",76,230,30,16,15,16,17,12,18
"7841","human",75,205,30,18,8,16,9,16,11
"7842","human",62,128,30,15,15,12,17,11,15
"7843","human",72,206,30,16,9,15,15,16,9
"7844","human",69,149,30,15,14,18,10,15,7
"7845","human",67,154,30,18,12,12,12,14,15
"7846","human",67,154,30,11,15,12,10,13,12
"7847","human",72,142,30,11,12,15,17,11,14
"7848","human",59,128,30,13,14,12,14,16,11
"7849","human",69,175,30,19,12,8,10,13,12
"7850","human",75,224,30,13,13,12,15,14,17
"7851","human",68,182,30,13,17,14,18,14,14
"7852","human",59,131,30,14,12,12,12,9,12
"7853","human",73,161,30,13,15,9,10,12,10
"7854","human",67,176,30,17,8,14,16,7,16
"7855","human",60,134,30,14,12,12,15,12,11
"7856","human",70,152,30,7,11,18,10,10,12
"7857","human",73,144,30,12,16,14,10,17,12
"7858","human",69,201,30,13,17,14,15,13,18
"7859","human",74,182,30,14,19,13,16,17,14
"7860","human",73,195,30,16,12,13,14,12,9
"7861","human",67,143,30,14,13,9,7,10,16
